2865	iran	accuse	tehran
2866	father	abandon	wife
2867	netanyahu	praise	obama
2868	wife	see	husband
2869	father	leave	mother
2870	police	prevent	woman
2871	ally	save	regime
2872	obama	face	politician
2873	china	help	iran
2874	netanyahu	leave	washington
2875	regime	accuse	iran
2876	jerusalem	leave	israeli
2877	islamists	oppose	regime
2878	netanyahu	thank	obama
2879	obama	threaten	palestinian
2880	prisoner	take	woman
2881	administration	blame	palestinian
2882	gaddafi	kill	civilian
2883	terrorist	assassinate	iraqis
2884	iraqis	oppose	soldier
2885	insurgent	kill	soldier
2886	father	rule	syria
2887	police	pursue	refugee
2888	police	disperse	protester
2889	gaddafi	leave	libya
2890	sister	ask	husband
2891	army	shoot	protester
2892	protester	accuse	army
2893	woman	beat	athlete
2894	ally	accuse	iran
2895	police	arrest	politician
2896	police	attack	protester
2897	protester	accuse	army
2898	qaddafi	see	hero
2899	officer	arrest	activist
2900	al-qadhafi	leave	libya
2901	israel	kill	palestinian
2902	soldier	confront	gunman
2903	gaddafi	leave	libya
2904	soldier	flee	libya
2905	officer	arrest	activist
2906	gunman	execute	soldier
2907	officer	join	protester
2908	soldier	capture	terrorist
2909	police	arrest	thief
2910	child	lose	father
2911	father	lose	child
2912	mother	lose	child
2913	iran	assist	syria
2914	officer	leave	libya
2915	officer	abandon	gaddafi
2916	soldier	hit	protester
2917	terrorist	kill	soldier
2918	militant	shoot	soldier
2919	police	shoot	protester
2920	police	arrest	thief
2921	woman	raise	child
2922	gaddafi	leave	libya
2923	gunman	kill	soldier
2924	gunman	kill	soldier
2925	police	capture	protestor
2926	army	attack	activist
2927	soldier	take	protester
2928	laden	attack	pentagon
2929	gaddafi	leave	libya
2930	woman	accuse	army
2931	activist	accuse	regime
2932	militant	kill	soldier
2933	army	attack	israel
2934	israel	kill	civilian
2935	taleban	kill	civilian
2936	militant	kill	soldier
2937	army	force	woman
2938	mother	leave	child
2939	soldier	take	protester
2940	laden	attack	pentagon
2941	washington	leave	regime
2942	regime	kill	civilian
2943	regime	accuse	tehran
2944	netanyahu	warn	obama
2945	israel	confront	refugee
2946	netanyahu	confront	obama
2947	regime	kill	protester
2948	soldier	kill	protester
2949	bush	save	regime
2950	regime	kill	protester
2951	police	battle	protester
2952	migrant	flee	libya
2953	washington	defend	ally
2954	army	ask	protester
2955	army	kill	soldier
2956	soldier	kidnap	woman
2957	soldier	rape	woman
2958	militia	kill	iraqis
2959	insurgent	kill	iraqis
2960	militia	kill	iraqis
2961	wife	bring	child
2962	syria	push	palestinian
2963	israel	accuse	syria
2964	ally	abandon	dictator
2965	israel	accuse	regime
2966	activist	confront	soldier
2967	sniper	shoot	protester
2968	gunman	kill	policeman
2969	washington	defend	ally
2970	israel	attack	iran
2971	soldier	kill	protester
2972	netanyahu	warn	obama
2973	israel	blame	iran
2974	israel	blame	syria
2975	israel	capture	jerusalem
2976	police	beat	protester
2977	gunman	kill	policeman
2978	hero	kill	terrorist
2979	rebel	kill	officer
2980	israel	accuse	assad
2981	protester	kill	civilian
2982	israel	allow	enemy
2983	israel	accuse	syria
2984	terrorist	infiltrate	israel
2985	rebel	kill	soldier
2986	woman	join	husband
2987	rebel	kill	policeman
2988	reporter	see	baby
2989	syria	push	palestinian
2990	woman	leave	libya
2991	muslims	prevent	woman
2992	terrorist	attack	police
2993	police	arrest	youth
2994	enemy	threaten	iran
2995	obama	warn	iran
2996	israel	stop	iran
2997	smuggler	shoot	guard
2998	gunman	kill	officer
2999	gunman	kill	officer
3000	guard	kill	gunman
3001	gunman	kill	civilian
3002	gadhafi	denounce	rebel
3003	republican	accuse	administration
3004	democrat	criticize	administration
3005	netanyahu	attack	iran
3006	gunman	kill	judge
3007	terrorist	attack	police
3008	gaddafi	punish	woman
3009	gaddafi	denounce	rebel
3010	regime	kill	sunni
3011	wife	expect	child
3012	iran	back	protester
3013	netanyahu	visit	father
3014	gunman	shoot	palestinian
3015	protester	kill	gunman
3016	soldier	kill	protester
3017	soldier	leave	army
3018	gadhafi	denounce	rebel
3019	woman	inform	child
3020	israel	accuse	regime
3021	civilian	oppose	rebel
3022	muslims	attack	christian
3023	regime	accuse	rebel
3024	gunman	shoot	officer
3025	activist	urge	woman
3026	gadhafi	leave	libya
3027	protester	topple	regime
3028	guard	protect	regime
3029	woman	warn	husband
3030	assad	kill	syria
3031	assad	attack	israel
3032	assad	kill	civilian
3033	iran	help	syria
3034	hero	confront	terrorist
3035	army	kill	terrorist
3036	soldier	see	woman
3037	iranians	shoot	protester
3038	iran	help	regime
3039	police	arrest	woman
3040	wife	expect	baby
3041	police	arrest	iranians
3042	mother	marry	father
3043	al-qadhafi	leave	libya
3044	iraq	kill	soldier
3045	gadhafi	leave	libya
3046	gunman	kill	teacher
3047	soldier	kill	protester
3048	barak	lead	netanyahu
3049	gunman	kill	daughter
3050	hero	confront	terrorist
3051	iraq	lose	judge
3052	enemy	attack	iran
3053	refugee	accuse	regime
3054	terrorist	kill	civilian
3055	army	kill	child
3056	gaddafi	leave	libya
3057	regime	denounce	woman
3058	police	disperse	protester
3059	police	chase	protester
3060	pirate	threaten	hostage
3061	army	kill	child
3062	al-qadhafi	leave	libya
3063	soldier	rape	woman
3064	muslims	allow	father
3065	army	encourage	woman
3066	syria	push	refugee
3067	washington	threaten	tehran
3068	ally	accuse	iran
3069	gunman	shoot	soldier
3070	terrorist	target	civilian
3071	gunman	assassinate	officer
3072	terrorist	shoot	civilian
3073	gunman	take	hostage
3074	rebel	fight	gadhafi
3075	soldier	execute	prisoner
3076	iran	accuse	israel
3077	administration	kill	militant
3078	gaddafi	hire	mercenary
3079	tehran	warn	u.s.
3080	thug	kill	civilian
3081	child	leave	iran
3082	iran	blame	regime
3083	army	kill	civilian
3084	army	defend	civilian
3085	libyans	back	regime
3086	activist	blame	china
3087	police	kill	civilian
3088	judge	order	obama
3089	gaddafi	leave	libya
3090	democrat	blame	republican
3091	washington	accuse	iran
3092	guard	prevent	enemy
3093	police	capture	smuggler
3094	police	release	child
3095	army	kill	militant
3096	u.s.	back	israel
3097	child	lose	father
3098	qaddafi	leave	libya
3099	judge	order	obama
3100	police	capture	terrorist
3101	activist	urge	woman
3102	activist	urge	woman
3103	wife	kidnap	baby
3104	protester	attack	policeman
3105	officer	see	husband
3106	al-assad	address	syria
3107	terrorist	rape	woman
3108	soldier	rape	woman
3109	protester	topple	regime
3110	protester	take	syria
3111	rebel	challenge	regime
3112	soldier	fight	militia
3113	sniper	kill	protester
3114	tunisia	welcome	insurgent
3115	rebel	capture	prisoner
3116	police	arrest	smuggler
3117	gunman	kill	officer
3118	administration	attack	libya
3119	police	stop	migrant
3120	al-qadhafi	leave	libya
3121	police	fight	terrorist
3122	police	arrest	smuggler
3123	mother	give	child
3124	militia	beat	woman
3125	israel	punish	civilian
3126	al-assad	lead	syria
3127	dictator	lead	syria
3128	enemy	lead	syria
3129	prisoner	flee	iran
3130	politician	attack	smuggler
3131	soldier	rape	woman
3132	assad	save	syria
3133	protester	denounce	al-assad
3134	gunman	release	judge
3135	police	seize	thug
3136	husband	help	daughter
3137	husband	hire	woman
3138	father	ask	reporter
3139	army	warn	gunman
3140	gunman	release	prisoner
3141	u.s.	abandon	ally
3142	activist	criticize	washington
3143	protester	topple	regime
3144	u.s.	protect	civilian
3145	sniper	kill	protester
3146	iran	aid	syria
3147	protester	topple	regime
3148	militant	attack	guard
3149	syria	blame	regime
3150	iran	urge	politician
3151	officer	arrest	migrant
3152	regime	blame	thug
3153	sniper	kill	protester
3154	soldier	protect	protester
3155	protester	topple	regime
3156	regime	arrest	woman
3157	gunman	kill	policeman
3158	police	arrest	militant
3159	iran	accuse	israel
3160	father	see	child
3161	democrat	oppose	republican
3162	republican	accuse	obama
3163	mother	see	child
3164	gunman	kill	officer
3165	gunman	kill	civilian
3166	rebel	kill	guard
3167	gaddafi	order	army
3168	wife	take	child
3169	gaddafi	lead	libya
3170	refugee	flee	libya
3171	soldier	flee	syria
3172	pirate	kidnap	daughter
3173	soldier	shoot	protester
3174	protester	shoot	civilian
3175	washington	accuse	militia
3176	mother	take	daughter
3177	al-qadhafi	release	criminal
3178	gadhafi	lead	libya
3179	police	pursue	militant
3180	army	detain	woman
3181	gaddafi	lead	libya
3182	child	hit	soldier
3183	insurgent	murder	father
3184	police	pursue	militant
3185	israel	protect	civilian
3186	washington	criticize	china
3187	politician	criticize	regime
3188	migrant	flee	libya
3189	woman	leave	husband
3190	soldier	hit	protester
3191	al-asad	inform	iranians
3192	regime	send	thug
3193	migrant	leave	libya
3194	israel	accuse	tehran
3195	china	back	u.s.
3196	iran	hit	israel
3197	civilian	back	rebel
3198	police	arrest	woman
3199	policeman	release	woman
3200	police	arrest	woman
3201	police	treat	protester
3202	police	kill	protester
3203	police	arrest	woman
3204	enemy	prevent	muslims
3205	politician	abandon	regime
3206	ally	accuse	iran
3207	police	chase	terrorist
3208	al-qadhafi	attack	rebel
3209	mercenary	kill	child
3210	army	chase	terrorist
3211	gaddafi	kill	enemy
3212	ally	blame	syria
3213	mercenary	kill	child
3214	gunman	confront	army
3215	sunni	accuse	protester
3216	sniper	kill	laden
3217	soldier	shoot	prisoner
3218	soldier	fight	insurgent
3219	father	love	daughter
3220	father	love	wife
3221	regime	threaten	iran
3222	wife	leave	iran
3223	sniper	kill	protester
3224	al-qaeda	oppose	gaddafi
3225	gaddafi	denounce	rebel
3226	gaddafi	attack	civilian
3227	syria	kill	protester
3228	activist	accuse	israel
3229	gunman	kill	policeman
3230	husband	join	protestor
3231	police	detain	protester
3232	gunman	kill	policeman
3233	assad	kill	civilian
3234	democrat	accuse	republican
3235	gaddafi	leave	libya
3236	rebel	fight	gaddafi
3237	sniper	kill	protester
3238	activist	protect	protester
3239	gunman	kill	policeman
3240	iraq	blame	al-qaeda
3241	gunman	kill	officer
3242	gunman	shoot	officer
3243	iran	inform	washington
3244	police	attack	protester
3245	activist	accuse	israel
3246	administration	face	democrat
3247	gunman	kill	officer
3248	woman	support	libyans
3249	police	attack	protester
3250	iran	help	regime
3251	officer	leave	army
3252	soldier	leave	army
3253	regime	arrest	protester
3254	obama	order	pentagon
3255	administration	blame	thug
3256	terrorist	kill	civilian
3257	activist	accuse	israel
3258	activist	blame	judge
3259	army	confront	taleban
3260	gunman	shoot	officer
3261	wife	love	mother
3262	wife	love	mother
3263	gaddafi	encourage	libyans
3264	regime	arrest	protester
3265	qaddafi	leave	civilian
3266	rebel	capture	soldier
3267	father	love	wife
3268	father	love	daughter
3269	enemy	stop	ally
3270	iran	warn	israel
3271	soldier	kill	iraqis
3272	regime	fight	revolutionary
3273	police	arrest	smuggler
3274	police	shoot	migrant
3275	guard	shoot	migrant
3276	qaddafi	leave	civilian
3277	militant	kill	soldier
3278	israel	kill	palestinian
3279	syria	accuse	washington
3280	terrorist	target	civilian
3281	police	kill	protester
3282	army	help	police
3283	woman	murder	husband
3284	father	send	army
3285	gunman	kill	soldier
3286	pentagon	push	obama
3287	police	arrest	thief
3288	police	beat	protester
3289	officer	beat	protester
3290	soldier	kill	palestinian
3291	police	arrest	smuggler
3292	husband	marry	wife
3293	regime	kill	protester
3294	obama	order	bush
3295	thug	beat	protester
3296	king	protect	jews
3297	attacker	order	guard
3298	syria	accuse	washington
3299	obama	criticize	syria
3300	thug	beat	protester
3301	gaddafi	leave	libya
3302	dictator	leave	libya
3303	king	protect	jews
3304	iraqis	assist	army
3305	gaddafi	leave	libya
3306	gunman	seize	woman
3307	gunman	seize	teenager
3308	iraq	leave	army
3309	protester	attack	police
3310	gunman	kill	soldier
3311	al-asad	address	syria
3312	police	arrest	militant
3313	enemy	prevent	iran
3314	officer	kill	protester
3315	politician	support	rebel
3316	gunman	kill	officer
3317	administration	treat	israel
3318	mother	support	youth
3319	officer	fight	protester
3320	army	attack	iraq
3321	army	kill	civilian
3322	washington	threaten	syria
3323	iran	target	terrorist
3324	enemy	take	prisoner
3325	daughter	marry	husband
3326	wife	confront	husband
3327	china	criticize	obama
3328	mother	lose	child
3329	police	arrest	youth
3330	soldier	shoot	smuggler
3331	china	accuse	obama
3332	wife	take	child
3333	protester	topple	regime
3334	woman	expect	child
3335	rebel	fight	soldier
3336	gaddafi	leave	libya
3337	washington	leave	soldier
3338	al-qadhafi	leave	libya
3339	guard	warn	judge
3340	criminal	visit	iran
3341	activist	take	teenager
3342	soldier	join	protester
3343	officer	join	protester
3344	wife	take	child
3345	army	attack	israel
3346	al-asad	push	palestinian
3347	sniper	kill	protester
3348	police	kill	militant
3349	revolutionary	oppose	regime
3350	al-qadhafi	warn	rebel
3351	rebel	kill	woman
3352	woman	lose	husband
3353	rebel	chase	soldier
3354	rebel	chase	soldier
3355	activist	accuse	army
3356	regime	treat	refugee
3357	activist	warn	protester
3358	police	kill	protester
3359	regime	kill	civilian
3360	police	beat	protester
3361	army	protect	protester
3362	u.s.	accuse	iran
3363	israel	accuse	iran
3364	police	kill	protester
3365	gunman	shoot	scientist
3366	killer	kill	teacher
3367	iran	blame	israel
3368	mother	see	baby
3369	tehran	blame	scientist
3370	iran	blame	israel
3371	daughter	see	father
3372	army	fight	militant
3373	tehran	blame	israel
3374	iran	accuse	israel
3375	gaddafi	leave	libya
3376	gaddafi	leave	libya
3377	hero	aid	woman
3378	gaddafi	leave	libya
3379	gaddafi	leave	libya
3380	gaddafi	leave	libya
3381	army	shoot	syria
3382	father	rule	syria
3383	bush	see	enemy
3384	gaddafi	leave	libya
3385	regime	kill	syria
3386	police	arrest	gunman
3387	regime	accuse	youth
3388	sniper	kill	protester
3389	police	arrest	criminal
3390	gaddafi	leave	libya
3391	soldier	kill	civilian
3392	officer	kill	soldier
3393	rebel	fight	gaddafi
3394	gaddafi	leave	libya
3395	father	rule	syria
3396	army	shoot	syria
3397	obama	order	pentagon
3398	israeli	help	woman
3399	rebel	fight	regime
3400	guard	arrest	soldier
3401	father	leave	syria
3402	christian	kill	libyans
3403	gaddafi	leave	libya
3404	israeli	help	woman
3405	israel	attack	iran
3406	obama	pursue	taliban
3407	activist	accuse	gunman
3408	guard	shoot	gunman
3409	israeli	kill	child
3410	israeli	kill	youth
3411	israel	attack	civilian
3412	youth	topple	dictator
3413	iran	blame	scientist
3414	iraq	accuse	syria
3415	regime	treat	rebel
3416	gunman	kill	soldier
3417	gadhafi	leave	libya
3418	gaddafi	warn	rebel
3419	police	arrest	guard
3420	regime	blame	al-qaeda
3421	officer	help	taleban
3422	expert	shoot	terrorist
3423	protester	topple	regime
3424	gunman	kill	soldier
3425	police	kill	protester
3426	obama	accuse	republican
3427	attacker	kill	policeman
3428	attacker	kill	child
3429	al-qadhafi	leave	libya
3430	husband	expect	child
3431	mother	lose	daughter
3432	mother	lose	child
3433	gaddafi	leave	libya
3434	insurgent	kill	soldier
3435	iran	warn	iraq
3436	judge	congratulate	al-asad
3437	army	fight	enemy
3438	soldier	kill	guard
3439	iraq	lead	china
3440	gaddafi	embrace	insurgent
3441	protester	topple	regime
3442	civilian	push	regime
3443	officer	join	protester
3444	policeman	kill	soldier
3445	rebel	attack	militia
3446	rebel	attack	gaddafi
3447	police	push	protestor
3448	libya	kill	woman
3449	iraq	back	regime
3450	obama	condemn	italy
3451	husband	lose	wife
3452	gaddafi	leave	libya
3453	al-assad	succeed	father
3454	activist	accuse	regime
3455	revolutionary	fight	thug
3456	u.s.	face	enemy
3457	regime	praise	army
3458	army	prevent	protester
3459	police	chase	protester
3460	china	blame	extremist
3461	policeman	kill	soldier
3462	militiaman	kill	palestinian
3463	enemy	attack	iran
3464	china	condemn	syria
3465	regime	kill	protester
3466	obama	condemn	assad
3467	activist	flee	syria
3468	army	confront	soldier
3469	politician	blame	obama
3470	al-asad	address	army
3471	iraq	accuse	syria
3472	activist	accuse	regime
3473	army	beat	protester
3474	israel	capture	jerusalem
3475	police	shoot	protester
3476	activist	accuse	regime
3477	activist	accuse	regime
3478	army	confront	soldier
3479	terrorist	kill	policeman
3480	police	arrest	migrant
3481	police	arrest	smuggler
3482	police	arrest	migrant
3483	gunman	shoot	civilian
3484	activist	accuse	regime
3485	protester	expect	assad
3486	gaddafi	fight	rebel
3487	murderer	target	muslims
3488	assad	succeed	father
3489	gaddafi	leave	libya
3490	activist	accuse	israel
3491	taleban	shoot	soldier
3492	protester	battle	army
3493	civilian	fight	protester
3494	police	kill	thug
3495	ally	see	hero
3496	police	detain	terrorist
3497	police	kill	terrorist
3498	obama	back	tunisia
3499	assad	send	protester
3500	regime	hire	expert
3501	woman	shoot	daughter
3502	army	fight	militant
3503	father	accuse	extremist
3504	mother	raise	child
3505	republican	blame	obama
3506	police	detain	protester
3507	enemy	treat	palestinian
3508	soldier	oppose	regime
3509	thug	rape	woman
3510	ally	back	rebel
3511	assad	order	army
3512	wife	leave	child
3513	father	expect	child
3514	army	kill	muslims
3515	soldier	defend	syria
3516	politician	leave	scientist
3517	army	attack	protester
3518	regime	fight	extremist
3519	sniper	shoot	child
3520	soldier	kill	ally
3521	soldier	kill	palestinian
3522	obama	order	pentagon
3523	army	confront	terrorist
3524	regime	fight	extremist
3525	regime	fight	thug
3526	politician	help	iraq
3527	politician	help	libya
3528	soldier	kill	ally
3529	soldier	kill	palestinian
3530	officer	kill	soldier
3531	police	push	protestor
3532	youth	face	police
3533	gunman	kill	officer
3534	iran	help	ally
3535	regime	kill	civilian
3536	police	arrest	officer
3537	palestinian	accuse	israel
3538	israeli	accuse	palestinian
3539	palestinian	flee	israel
3540	iranians	defend	ally
3541	police	detain	protester
3542	father	kill	civilian
3543	mother	lead	woman
3544	protester	face	regime
3545	police	shoot	protester
3546	police	arrest	protester
3547	police	arrest	iranians
3548	soldier	shoot	teenager
3549	protester	topple	regime
3550	police	arrest	woman
3551	soldier	shoot	protester
3552	gunman	kill	soldier
3553	syria	help	iran
3554	regime	fight	terrorist
3555	ally	punish	army
3556	enemy	bring	iran
3557	iranians	help	muslims
3558	father	lose	daughter
3559	syria	stop	protester
3560	u.s.	accuse	iran
3561	sniper	kill	protester
3562	thug	attack	protester
3563	activist	attack	soldier
3564	iran	help	syria
3565	guard	capture	militant
3566	police	treat	protestor
3567	dictator	murder	civilian
3568	refugee	flee	syria
3569	rebel	treat	libyans
3570	rebel	treat	mercenary
3571	officer	arrest	criminal
3572	police	arrest	smuggler
3573	police	seize	woman
3574	gaddafi	fight	rebel
3575	militia	kill	soldier
3576	protester	attack	policeman
3577	regime	kill	palestinian
3578	activist	stop	palestinian
3579	sniper	target	protester
3580	thug	target	protester
3581	gaddafi	fight	rebel
3582	police	capture	pirate
3583	protester	topple	regime
3584	police	confront	protester
3585	ally	seize	syria
3586	refugee	push	palestinian
3587	gaddafi	leave	libya
3588	palestinian	condemn	syria
3589	gaddafi	leave	libya
3590	gadhafi	leave	libya
3591	regime	send	thug
3592	army	attack	civilian
3593	iran	order	tehran
3594	taliban	shoot	teacher
3595	army	kill	protester
3596	regime	execute	youth
3597	wife	expect	child
3598	rebel	kill	soldier
3599	guard	kill	gunman
3600	politician	visit	syria
3601	mercenary	help	al-qadhafi
3602	gunman	kill	israeli
3603	obama	accuse	assad
3604	soldier	shoot	gunman
3605	gunman	kill	civilian
3606	wife	love	mother
3607	obama	accuse	assad
3608	militant	kill	israeli
3609	israel	blame	militant
3610	israel	accuse	militant
3611	terrorist	kidnap	soldier
3612	soldier	kill	terrorist
3613	soldier	kill	terrorist
3614	police	kill	criminal
3615	barak	blame	palestinian
3616	rebel	kill	soldier
3617	terrorist	kill	soldier
3618	soldier	kill	attacker
3619	militant	kill	soldier
3620	assad	succeed	father
3621	attacker	kill	israeli
3622	soldier	leave	iraq
3623	al-qadhafi	leave	libya
3624	palestinian	kill	israeli
3625	migrant	leave	libya
3626	police	disperse	protester
3627	islamists	warn	israel
3628	militant	kill	israeli
3629	hero	support	woman
3630	gunman	infiltrate	israel
3631	protester	fight	israel
3632	gunman	kill	civilian
3633	taleban	bring	child
3634	jews	confront	police
3635	obama	leave	daughter
3636	gunman	infiltrate	israel
3637	gunman	kill	civilian
3638	army	arrest	extremist
3639	mother	leave	child
3640	militant	kill	israeli
3641	washington	help	rebel
3642	sister	marry	laden
3643	israeli	assassinate	scientist
3644	palestinian	kill	israeli
3645	rebel	blame	obama
3646	gunman	kill	israeli
3647	israel	blame	palestinian
3648	rebel	accuse	gaddafi
3649	al-asad	embrace	palestinian
3650	israel	threaten	tehran
3651	police	disperse	protester
3652	iran	defend	regime
3653	israel	threaten	palestinian
3654	police	capture	protester
3655	rebel	fight	regime
3656	teenager	take	sniper
3657	officer	disperse	youth
3658	israel	pursue	gunman
3659	soldier	pursue	militant
3660	gaddafi	flee	libya
3661	gaddafi	leave	libya
3662	gaddafi	flee	libya
3663	gaddafi	condemn	rebel
3664	mother	leave	child
3665	protester	take	refugee
3666	protester	take	rebel
3667	gunman	kill	israeli
3668	israel	kill	child
3669	gunman	murder	israeli
3670	soldier	capture	guard
3671	gunman	infiltrate	israel
3672	gunman	kill	civilian
3673	dictator	leave	libya
3674	iranians	leave	iraq
3675	rebel	seize	libya
3676	wife	rescue	child
3677	guard	chase	militant
3678	father	face	enemy
3679	gaddafi	leave	libya
3680	administration	see	terrorist
3681	rebel	push	gaddafi
3682	democrat	criticize	obama
3683	republican	criticize	obama
3684	obama	treat	ally
3685	iran	defend	regime
3686	syria	defy	thug
3687	officer	assault	protestor
3688	regime	leave	libya
3689	gaddafi	leave	libya
3690	wife	flee	libya
3691	daughter	flee	libya
3692	mother	leave	libya
3693	husband	execute	wife
3694	activist	accuse	regime
3695	rebel	arrest	gaddafi
3696	rebel	seize	libya
3697	hero	lose	wife
3698	rebel	capture	qaddafi
3699	mercenary	attack	protestor
3700	obama	warn	rebel
3701	obama	warn	rebel
3702	protestor	attack	police
3703	rebel	capture	prisoner
3704	libyans	fight	regime
3705	regime	push	palestinian
3706	revolutionary	leave	al-qadhafi
3707	iran	congratulate	libya
3708	administration	back	king
3709	israel	target	terrorist
3710	gaddafi	leave	libya
3711	officer	reassure	police
3712	gaddafi	fight	rebel
3713	libyans	oppose	regime
3714	obama	warn	rebel
3715	gaddafi	flee	libya
3716	gadhafi	leave	libya
3717	rebel	challenge	qaddafi
3718	woman	help	migrant
3719	regime	threaten	army
3720	rebel	capture	dictator
3721	regime	attack	civilian
3722	al-qadhafi	urge	youth
3723	al-qadhafi	fight	rebel
3724	enemy	assassinate	scientist
3725	police	kill	militant
3726	gaddafi	back	assad
3727	soldier	help	rebel
3728	gunman	support	gadhafi
3729	terrorist	attack	administration
3730	rebel	challenge	qaddafi
3731	obama	take	daughter
3732	iran	aid	assad
3733	extremist	kill	officer
3734	extremist	kill	soldier
3735	syria	aid	iran
3736	gunman	infiltrate	israel
3737	gunman	kill	civilian
3738	gunman	kill	soldier
3739	bush	attack	iran
3740	regime	save	assad
3741	rebel	accuse	gaddafi
3742	gaddafi	urge	youth
3743	father	rule	syria
3744	gaddafi	urge	child
3745	child	defend	libya
3746	king	allow	enemy
3747	wife	take	daughter
3748	rebel	fight	regime
3749	rebel	chase	sniper
3750	regime	assassinate	father
3751	rebel	detain	woman
3752	father	rule	syria
3753	gaddafi	embrace	insurgent
3754	guard	shoot	prisoner
3755	rebel	detain	woman
3756	guard	shoot	prisoner
3757	gaddafi	attack	rebel
3758	policeman	force	teenager
3759	israeli	kill	soldier
3760	gunman	kill	civilian
3761	revolutionary	chase	al-qadhafi
3762	police	capture	attacker
3763	sniper	shoot	mother
3764	qaddafi	fight	rebel
3765	mother	warn	husband
3766	ally	protect	civilian
3767	army	kill	civilian
3768	wife	join	husband
3769	soldier	execute	prisoner
3770	father	love	child
3771	insurgent	kill	policeman
3772	gaddafi	urge	youth
3773	gunman	kill	israeli
3774	gaddafi	criticize	china
3775	regime	kill	civilian
3776	daughter	leave	iran
3777	islamists	oppose	democrat
3778	terrorist	kill	hostage
3779	iran	warn	assad
3780	iran	warn	regime
3781	judge	accuse	soldier
3782	gaddafi	kill	guard
3783	soldier	treat	civilian
3784	tehran	encourage	regime
3785	army	kill	civilian
3786	police	arrest	wife
3787	army	arrest	refugee
3788	mother	kill	baby
3789	terrorist	attack	israel
3790	thug	chase	protester
3791	wife	flee	libya
3792	soldier	join	protester
3793	wife	flee	libya
3794	gunman	release	hostage
3795	rebel	rape	woman
3796	father	allow	daughter
3797	rebel	fight	gaddafi
3798	enemy	kill	civilian
3799	al-qadhafi	warn	rebel
3800	father	kill	daughter
3801	soldier	shoot	wife
3802	soldier	force	child
3803	officer	pursue	killer
3804	father	rule	syria
3805	wife	flee	libya
3806	rebel	rape	woman
3807	jews	welcome	muslims
3808	libya	embrace	refugee
3809	criminal	assassinate	protester
3810	gaddafi	warn	rebel
3811	rebel	lead	libya
3812	soldier	kill	muslims
3813	militant	kill	israeli
3814	iraqis	advise	libyans
3815	rebel	see	woman
3816	democrat	oppose	bush
3817	youth	assault	officer
3818	soldier	kill	muslims
3819	militant	kill	israeli
3820	activist	blame	police
3821	al-qadhafi	fight	rebel
3822	politician	visit	libya
3823	police	arrest	wife
3824	al-qadhafi	leave	libya
3825	soldier	execute	woman
3826	soldier	execute	laden
3827	libyans	chase	dictator
3828	officer	seize	protester
3829	soldier	shoot	woman
3830	china	back	administration
3831	expert	assist	judge
3832	baby	join	army
3833	israeli	chase	gunman
3834	gunman	shoot	soldier
3835	rebel	fight	regime
3836	gaddafi	succeed	father
3837	militant	kill	israeli
3838	rebel	push	army
3839	police	ask	judge
3840	father	warn	muslims
3841	gaddafi	flee	libya
3842	father	leave	child
3843	gunman	rape	woman
3844	libyans	rape	woman
3845	soldier	leave	iraq
3846	terrorist	kill	hostage
3847	obama	kill	laden
3848	rebel	rape	wife
3849	rebel	rape	daughter
3850	teacher	take	child
3851	militant	kill	israeli
3852	gaddafi	kill	migrant
3853	taliban	kill	terrorist
3854	gunman	take	hostage
3855	rebel	push	army
3856	youth	attack	muslims
3857	extremist	assassinate	politician
3858	al-qadhafi	kill	libyans
3859	terrorist	kill	child
3860	rebel	rape	woman
3861	extremist	kill	soldier
3862	extremist	kill	officer
3863	assad	defend	father
3864	woman	lose	baby
3865	gunman	take	hostage
3866	rebel	rape	daughter
3867	rebel	rape	wife
3868	army	defeat	terrorist
3869	israel	threaten	tehran
3870	mother	raise	child
3871	father	raise	child
3872	dictator	leave	libya
3873	gaddafi	leave	libya
3874	gaddafi	flee	libya
3875	gaddafi	flee	libya
3876	rebel	rape	woman
3877	gaddafi	leave	libya
3878	mercenary	leave	libya
3879	extremist	kill	officer
3880	qaddafi	flee	rebel
3881	wife	join	husband
3882	regime	fight	rebel
3883	regime	flee	libya
3884	wife	flee	daughter
3885	rebel	lose	enemy
3886	guard	kill	officer
3887	israel	threaten	tehran
3888	tehran	encourage	regime
3889	police	battle	protester
3890	ally	blame	islamists
3891	officer	follow	libya
3892	soldier	execute	prisoner
3893	youth	assault	officer
3894	officer	protect	ally
3895	woman	lose	baby
3896	terrorist	kill	soldier
3897	soldier	assault	iraqis
3898	terrorist	take	hostage
3899	soldier	execute	prisoner
3900	officer	follow	libya
3901	officer	kill	soldier
3902	iran	blame	israel
3903	washington	accuse	iran
3904	gaddafi	leave	libya
3905	washington	punish	taliban
3906	iraqis	welcome	al-qaeda
3907	iran	help	syria
3908	mother	flee	father
3909	husband	join	army
3910	iran	back	terrorist
3911	rebel	fight	gunman
3912	tehran	accuse	israel
3913	al-qaeda	hit	u.s.
3914	regime	denounce	protester
3915	terrorist	attack	washington
3916	christian	accuse	muslims
3917	gunman	kill	israeli
3918	italy	back	rebel
3919	islamists	blame	laden
3920	iran	help	syria
3921	teenager	lose	mother
3922	gunman	kill	soldier
3923	soldier	kill	civilian
3924	laden	kill	civilian
3925	christian	leave	army
3926	rebel	fight	gunman
3927	rebel	fight	regime
3928	china	condemn	washington
3929	migrant	flee	tunisia
